[2026-03-23T18:29:20.046Z] === Scrape started ===
[2026-03-23T19:06:37.912Z] [249/425] OK "Jony Ive: The Genius Behind Apple's Greatest Products" (148 segments)
[2026-03-23T19:06:46.265Z] [250/425] OK "Robert Campeau (Junk Bonds and Retail Bankruptcy)" (120 segments)
[2026-03-23T19:06:54.616Z] [251/425] OK "Theodore Roosevelt's Darkest Journey" (133 segments)
[2026-03-23T19:07:02.923Z] [252/425] OK "Bill Gates (Overdrive)" (87 segments)
[2026-03-23T19:07:11.274Z] [253/425] OK "Louis B. Mayer (MGM Studios)" (124 segments)
[2026-03-23T19:07:19.670Z] [254/425] OK "Elon Musk (Early Days of SpaceX)" (123 segments)
[2026-03-23T19:07:28.040Z] [255/425] OK "Founders - #171: Chuck Feeney (The Billionaire who gave all of his money away)" (118 segments)
[2026-03-23T19:07:36.389Z] [256/425] OK "Claude Hopkins (A Life in Advertising)" (140 segments)
[2026-03-23T19:07:44.674Z] [257/425] OK "David Ogilvy (The King of Madison Avenue)" (156 segments)
[2026-03-23T19:07:53.004Z] [258/425] OK "Larry Miller (Driven: An Autobiography)" (110 segments)
[2026-03-23T19:08:01.288Z] [259/425] OK "Jackie Cochran (Aviation)" (91 segments)
[2026-03-23T19:08:09.652Z] [260/425] OK "Robert Noyce (Intel)" (121 segments)
[2026-03-23T19:08:18.013Z] [261/425] OK "William Shockley (Creator of the Electronic Age)" (108 segments)
[2026-03-23T19:08:26.373Z] [262/425] OK "Robert Goddard (Rocket Man)" (104 segments)
[2026-03-23T19:08:34.680Z] [263/425] OK "Alfred Nobel" (109 segments)
[2026-03-23T19:08:43.020Z] [264/425] OK "Chuck Yeager" (148 segments)
[2026-03-23T19:08:51.354Z] [265/425] OK "Dr. Seuss" (118 segments)
[2026-03-23T19:08:59.621Z] [266/425] OK "Peter Cundill" (113 segments)
[2026-03-23T19:09:07.892Z] [267/425] OK "Andy Grove (Intel)" (119 segments)
[2026-03-23T19:09:16.233Z] [268/425] OK "Walt Disney (Disneyland)" (88 segments)
[2026-03-23T19:09:24.569Z] [269/425] OK "The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution" (107 segments)
[2026-03-23T19:09:32.839Z] [270/425] OK "Theodore Roosevelt" (91 segments)
[2026-03-23T19:09:41.197Z] [271/425] OK "Jeff Bezos (Shareholder Letters and Speeches)" (116 segments)
[2026-03-23T19:09:49.547Z] [272/425] OK "Charles Schulz (Charlie Brown)" (88 segments)
[2026-03-23T19:09:57.845Z] [273/425] OK "Bill Bowerman (Nike)" (145 segments)
[2026-03-23T19:10:06.121Z] [274/425] OK "Katherine Graham (Washington Post)" (107 segments)
[2026-03-23T19:10:14.412Z] [275/425] OK "Frederick Smith (FedEx)" (119 segments)
[2026-03-23T19:10:22.802Z] [276/425] OK "Sam Walton (America's Richest Man)" (94 segments)
[2026-03-23T19:10:31.152Z] [277/425] OK "The Big Rich (Oil Billionaires)" (123 segments)
[2026-03-23T19:10:39.444Z] [278/425] OK "John D. Rockefeller (Autobiography)" (87 segments)
[2026-03-23T19:10:47.777Z] [279/425] OK "Sam Colt" (116 segments)
[2026-03-23T19:10:56.138Z] [280/425] OK "Milton Hershey (Chocolate)" (85 segments)
[2026-03-23T19:11:04.437Z] [281/425] OK "William Randolph Hearst" (114 segments)
[2026-03-23T19:11:12.697Z] [282/425] OK "Ernest Shackleton" (88 segments)
[2026-03-23T19:11:20.989Z] [283/425] OK "Alfred Lee Loomis (the most interesting man you've never heard of)" (88 segments)
[2026-03-23T19:11:29.336Z] [284/425] OK "Teddy Roosevelt and J.P. Morgan" (83 segments)
[2026-03-23T19:11:37.628Z] [285/425] OK "Arnold Schwarzenegger (My Unbelievably True Life Story)" (116 segments)
[2026-03-23T19:11:45.970Z] [286/425] OK "Bill Gates (the Making of the Microsoft Empire)" (103 segments)
[2026-03-23T19:11:54.382Z] [287/425] OK "J.P. Morgan" (106 segments)
[2026-03-23T19:12:02.725Z] [288/425] OK "Alexander Graham Bell" (96 segments)
[2026-03-23T19:12:10.984Z] [289/425] OK "P.T. Barnum" (110 segments)
[2026-03-23T19:12:19.261Z] [290/425] OK "Estée Lauder" (70 segments)
[2026-03-23T19:12:27.610Z] [291/425] OK "Joseph Pulitzer (Politics & Media)" (118 segments)
[2026-03-23T19:12:35.995Z] [292/425] OK "Edwin Land (Polaroid vs Kodak)" (124 segments)
[2026-03-23T19:12:44.374Z] [293/425] OK "Edwin Land (Polaroid and The Man Who Invented It)" (94 segments)
[2026-03-23T19:12:52.742Z] [294/425] OK "Edwin Land (Steve Jobs's Hero)" (109 segments)
[2026-03-23T19:13:01.099Z] [295/425] OK "Robert Friedland (Billionaire Miner)" (117 segments)
[2026-03-23T19:13:09.363Z] [296/425] OK "Walter Chrysler" (118 segments)
[2026-03-23T19:13:17.713Z] [297/425] OK "Felix Dennis (How to Get Rich)" (99 segments)
[2026-03-23T19:13:25.989Z] [298/425] OK "Henry Leland (Cadillac)" (126 segments)
[2026-03-23T19:13:34.243Z] [299/425] OK "Larry Ellison (Oracle)" (102 segments)
[2026-03-23T19:13:42.562Z] [300/425] OK "Founders - #126: Larry Ellison (The Billionaire and the Mechanic)" (125 segments)
[2026-03-23T19:13:50.930Z] [301/425] OK "Charles Kettering (inventor, engineer, founder)" (107 segments)
[2026-03-23T19:13:59.296Z] [302/425] OK "Larry Ellison and Oracle" (136 segments)
[2026-03-23T19:14:07.564Z] [303/425] OK "Albert Champion (Record-Setting Racer to Dashing Tycoon)" (105 segments)
[2026-03-23T19:14:15.914Z] [304/425] OK "Alfred Sloan (General Motors)" (102 segments)
[2026-03-23T19:14:24.201Z] [305/425] OK "Billy Durant and Alfred Sloan (General Motors)" (141 segments)
[2026-03-23T19:14:32.503Z] [306/425] OK "Billy Durant (Creator of General Motors)" (135 segments)
[2026-03-23T19:14:40.796Z] [307/425] OK "The Dodge Brothers" (96 segments)
[2026-03-23T19:14:49.177Z] [308/425] OK "Forty Years With Henry Ford" (130 segments)
[2026-03-23T19:14:57.548Z] [309/425] OK ": Chung Ju-yung founder of Hyundai (the most inspiring autobiography I've read)" (125 segments)
[2026-03-23T19:15:05.914Z] [310/425] OK "Sam Bronfman (Seagram's and the Bronfman family dynasty)" (105 segments)
[2026-03-23T19:15:14.267Z] [311/425] OK "Ben Franklin: An American Life" (70 segments)
[2026-03-23T19:15:22.570Z] [312/425] OK "The Professor, the Banker, and the Suicide King: Inside the Richest Poker Game of All Time" (141 segments)
[2026-03-23T19:15:30.921Z] [313/425] OK "A.G. Gaston (Black Titan and the Making of a Black American Millionaire)" (114 segments)
[2026-03-23T19:15:39.277Z] [314/425] OK "Frank Lloyd Wright" (131 segments)
[2026-03-23T19:15:47.701Z] [315/425] OK "David Geffen" (145 segments)
[2026-03-23T19:15:56.082Z] [316/425] OK "Henry Singleton (Teledyne)" (151 segments)
[2026-03-23T19:16:04.409Z] [317/425] OK "Adi Dassler (Adidas)" (139 segments)
[2026-03-23T19:16:12.695Z] [318/425] OK "Jim Simons (Money Printer)" (125 segments)
[2026-03-23T19:16:20.959Z] [319/425] OK "Sol Price (Costco)" (113 segments)
[2026-03-23T19:16:29.288Z] [320/425] OK "Bill Walsh (The Score Takes Care of Itself)" (117 segments)
[2026-03-23T19:16:37.651Z] [321/425] OK "Les Schwab (Charlie Munger recommended this book)" (145 segments)
[2026-03-23T19:16:46.021Z] [322/425] OK "Ingvar Kamprad (IKEA)" (144 segments)
[2026-03-23T19:16:54.303Z] [323/425] OK "Hetty Green (The Richest Woman in America)" (118 segments)
[2026-03-23T19:17:02.648Z] [324/425] OK "Akio Morita (Sony)" (140 segments)
[2026-03-23T19:17:10.892Z] [325/425] OK "Warren Buffett (The Tao of Warren Buffett)" (80 segments)
[2026-03-23T19:17:19.143Z] [326/425] OK "Warren Buffett (The Snowball)" (149 segments)
[2026-03-23T19:17:27.485Z] [327/425] OK "Carroll Shelby (My name is Carroll Shelby and performance is my business)" (157 segments)
[2026-03-23T19:17:35.803Z] [328/425] OK "Enzo Ferrari (the making of an automobile empire)" (103 segments)
[2026-03-23T19:17:44.090Z] [329/425] OK "Enzo Ferrari (Ferrari vs Ford)" (96 segments)
[2026-03-23T19:17:52.443Z] [330/425] OK "James J. Hill (Empire Builder of the Northwest)" (99 segments)
[2026-03-23T19:18:00.815Z] [331/425] OK "Claude Shannon" (106 segments)
[2026-03-23T19:18:09.077Z] [332/425] OK "Henry Singleton (The Outsiders)" (148 segments)
[2026-03-23T19:18:17.370Z] [333/425] OK "Ed Thorp (A Man for All Markets)" (116 segments)
[2026-03-23T19:18:25.669Z] [334/425] OK "Ed Thorp and Claude Shannon" (151 segments)
[2026-03-23T19:18:34.002Z] [335/425] OK "Jim Clayton (Sold to Warren Buffett)" (108 segments)
[2026-03-23T19:18:42.311Z] [336/425] OK "Charlie Munger (Poor Charlie's Almanack)" (169 segments)
[2026-03-23T19:18:50.626Z] [337/425] OK "David Ogilvy (Confessions of an Advertising Man)" (148 segments)
[2026-03-23T19:18:59.073Z] [338/425] OK "Warren Buffett's Shareholder Letters— All of them!" (374 segments)
[2026-03-23T19:19:07.421Z] [339/425] OK "Thomas Watson (IBM)" (140 segments)
[2026-03-23T19:19:15.789Z] [340/425] OK "Carl Bosch and Fritz Haber (A Genius and a Doomed Tycoon)" (152 segments)
[2026-03-23T19:19:24.061Z] [341/425] OK "Walter and Olive Ann Beech (Aviation Legends)" (123 segments)
[2026-03-23T19:19:32.344Z] [342/425] OK "Aristotle Onassis" (171 segments)
[2026-03-23T19:19:40.699Z] [343/425] OK "Thomas Edison, Nikola Tesla, George Westinghouse, and the Race to Electrify the World" (197 segments)
[2026-03-23T19:19:49.054Z] [344/425] OK "David Ogilvy (Ogilvy on Advertising)" (116 segments)
[2026-03-23T19:19:57.392Z] [345/425] OK "Henry Royce (Founder of Rolls-Royce)" (134 segments)
[2026-03-23T19:20:05.661Z] [346/425] OK "Henry Ford (Today and Tomorrow)" (80 segments)
[2026-03-23T19:20:14.028Z] [347/425] OK "Charlie Munger (The Complete Investor)" (138 segments)
[2026-03-23T19:20:22.392Z] [348/425] OK "Charlie Munger (the Tao of Charlie Munger)" (115 segments)
[2026-03-23T19:20:30.678Z] [349/425] OK "Steve Jobs (The NeXT Years)" (193 segments)
[2026-03-23T19:20:38.940Z] [350/425] OK "Steve Jobs: The Early Years of Apple" (132 segments)
[2026-03-23T19:20:47.211Z] [351/425] OK "Steve Jobs: The Early Years of Apple" (132 segments)
[2026-03-23T19:20:55.580Z] [352/425] OK "Henry Clay Frick: Andrew Carnegie's Partner" (149 segments)
[2026-03-23T19:21:03.833Z] [353/425] OK "The Autobiography of Andrew Carnegie" (98 segments)
[2026-03-23T19:21:12.184Z] [354/425] OK "Andrew Carnegie and Henry Clay Frick: The Bitter Partnership That Changed America" (161 segments)
[2026-03-23T19:21:20.463Z] [355/425] OK "Stan Lee: Founder of Marvel" (110 segments)
[2026-03-23T19:21:28.772Z] [356/425] OK "Jeff Bezos' Shareholder Letters" (194 segments)
[2026-03-23T19:21:37.086Z] [357/425] OK "Mark Spitznagel: The Dao of Capital" (99 segments)
[2026-03-23T19:21:45.435Z] [358/425] OK "Charles Goodyear: An Inventor's Obsession and the Struggle for a Rubber Monopoly" (118 segments)
[2026-03-23T19:21:53.846Z] [359/425] OK "Daniel Ludwig: The Invisible Billionaire" (154 segments)
[2026-03-23T19:22:02.192Z] [360/425] OK "Conrad Hilton: Hilton Hotel Dynasty" (141 segments)
[2026-03-23T19:22:10.545Z] [361/425] OK "Henry Kaiser: Builder in the Modern American West" (145 segments)
[2026-03-23T19:22:18.841Z] [362/425] OK "Kirk Kerkorian: Penniless Dropout became the Greatest Deal Maker in Capitalist History" (128 segments)
[2026-03-23T19:22:27.167Z] [363/425] OK "Coco Chanel: Her Life and Secrets" (99 segments)
[2026-03-23T19:22:35.544Z] [364/425] OK "The King of Oil: The Secret Lives of Marc Rich" (153 segments)
[2026-03-23T19:22:43.818Z] [365/425] OK "The Autobiography of Benjamin Franklin" (114 segments)
[2026-03-23T19:22:52.106Z] [366/425] OK "Malcom McLean: The Box: How the Shipping Container Made the World Smaller and the World Economy Bigger" (168 segments)
[2026-03-23T19:23:00.425Z] [367/425] OK "Yvon Chouinard: What We've Learned from Patagonia's First 40 Years" (118 segments)
[2026-03-23T19:23:08.849Z] [368/425] OK "Howard Hughes: The Definitive Biography of the First American Billionaire" (195 segments)
[2026-03-23T19:23:17.176Z] [369/425] OK "John Bogle: Enough: True Measures of Money, Business, and Life" (96 segments)
[2026-03-23T19:23:25.537Z] [370/425] OK "John Bogle: Stay the Course: The Story of Vanguard and the Index Revolution" (143 segments)
[2026-03-23T19:23:33.812Z] [371/425] OK "The Biography of Herb Kelleher" (114 segments)
[2026-03-23T19:23:42.173Z] [372/425] OK "Tycoon's War: How Cornelius Vanderbilt Invaded a Country to Overthrow America's Most Famous Military Adventurer" (143 segments)
[2026-03-23T19:23:50.551Z] [373/425] OK "The Epic Life of Cornelius Vanderbilt" (148 segments)
[2026-03-23T19:23:58.920Z] [374/425] OK "Who Is Michael Ovitz?" (180 segments)
[2026-03-23T19:24:07.301Z] [375/425] OK "The Republic of Tea: The Story of the Creation of a Business, as Told Through the Personal Letters of Its Founders" (160 segments)
[2026-03-23T19:24:15.579Z] [376/425] OK "Wild Company: The Untold Story of Banana Republic" (145 segments)
[2026-03-23T19:24:23.838Z] [377/425] OK "Marc Andreessen's Blog Archive" (102 segments)
[2026-03-23T19:24:32.118Z] [378/425] OK "Screw It, Let's Do It: Lessons in Life by Richard Branson" (62 segments)
[2026-03-23T19:24:40.406Z] [379/425] OK "Finding My Virginity: The New Autobiography by Richard Branson" (125 segments)
[2026-03-23T19:24:48.754Z] [380/425] OK "Losing My Virginity: How I Survived, Had Fun, and Made a Fortune Doing Business My Way" (113 segments)
[2026-03-23T19:24:57.092Z] [381/425] OK "I Love Capitalism: An American Story" (117 segments)
[2026-03-23T19:25:05.373Z] [382/425] OK "Built From Scratch: How A Couple of Regular Guys Grew The Home Depot from Nothing to $30 Billion" (138 segments)
[2026-03-23T19:25:13.645Z] [383/425] OK "A Memoir by the Cofounder of Microsoft" (133 segments)
[2026-03-23T19:25:21.941Z] [384/425] OK "Ray Dalio: Principles: Life and Work" (92 segments)
[2026-03-23T19:25:30.305Z] [385/425] OK "One From Many: VISA and the Rise of Chaordic Organization" (129 segments)
[2026-03-23T19:25:38.571Z] [386/425] OK "The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers" (98 segments)
[2026-03-23T19:25:46.930Z] [387/425] OK "Insisting On The Impossible: The Life of Edwin Land and Instant: The Story of Polaroid" (107 segments)
[2026-03-23T19:25:55.296Z] [388/425] OK "Walt Disney: An American Original" (150 segments)
[2026-03-23T19:26:03.584Z] [389/425] OK "The Space Barons: Elon Musk, Jeff Bezos, and the Quest to Colonize the Cosmos" (154 segments)
[2026-03-23T19:26:11.834Z] [390/425] OK "The Fish That Ate The Whale: The Life and Times of America's Banana King" (131 segments)
[2026-03-23T19:26:20.163Z] [391/425] OK "George Lucas: A Life" (127 segments)
[2026-03-23T19:26:28.535Z] [392/425] OK "Creativity Inc: The Autobiography of the founder of Pixar" (135 segments)
[2026-03-23T19:26:36.865Z] [393/425] OK "Levi Strauss: The Man Who Gave Blue Jeans to the World" (125 segments)
[2026-03-23T19:26:45.161Z] [394/425] OK "Alibaba: The House That Jack Ma Built" (166 segments)
[2026-03-23T19:26:53.540Z] [395/425] OK "Conspiracy: Peter Thiel, Hulk Hogan, Gawker, and the Anatomy of Intrigue and Zero to One: Notes on Startups, or How to Build the Future" (239 segments)
[2026-03-23T19:27:01.891Z] [396/425] OK "Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future" (62 segments)
[2026-03-23T19:27:10.141Z] [397/425] OK "The HP Way: How Bill Hewlett and I Built Our Company" (62 segments)
[2026-03-23T19:27:18.395Z] [398/425] OK "The Wright Brothers" (66 segments)
[2026-03-23T19:27:26.771Z] [399/425] OK "A Truck Full of Money: Coding, Mania, Love, Genius: The Life of an American Entrepreneur" (148 segments)
[2026-03-23T19:27:35.119Z] [400/425] OK "My Life and Work: The Autobiography of Henry Ford" (82 segments)
[2026-03-23T19:27:43.455Z] [401/425] OK "Against the Odds: An Autobiography by James Dyson" (149 segments)
[2026-03-23T19:27:51.759Z] [402/425] OK "No Better Time: The Brief, Remarkable Life of Danny Lewin, the Genius Who Transformed the Internet" (122 segments)
[2026-03-23T19:28:00.103Z] [403/425] OK "The New New Thing: A Silicon Valley Story" (91 segments)
[2026-03-23T19:28:08.373Z] [404/425] OK "How To Turn Down A Billion Dollars: The Snapchat Story" (97 segments)
[2026-03-23T19:28:16.666Z] [405/425] OK "Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture" (156 segments)
[2026-03-23T19:28:24.921Z] [406/425] OK "Danny Meyer (The Transforming Power of Hospitality in Business)" (63 segments)
[2026-03-23T19:28:33.267Z] [407/425] OK "Becoming Steve Jobs" (124 segments)
[2026-03-23T19:28:41.548Z] [408/425] OK "Let My People Go Surfing: The Education of a Reluctant Businessman" (87 segments)
[2026-03-23T19:28:49.901Z] [409/425] OK "Jeff Bezos and the Age of Amazon" (102 segments)
[2026-03-23T19:28:58.156Z] [410/425] OK "Titan: The Life of John D. Rockefeller" (92 segments)
[2026-03-23T19:29:06.408Z] [411/425] OK "Leonardo da Vinci: The Biography" (68 segments)
[2026-03-23T19:29:14.747Z] [412/425] OK "The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius, and Betrayal" (59 segments)
[2026-03-23T19:29:23.127Z] [413/425] OK "Elon Musk and Why SpaceX Will Colonize Mars" (92 segments)
[2026-03-23T19:29:31.450Z] [414/425] OK "Elon Musk & How Tesla Will Change The World" (66 segments)
[2026-03-23T19:29:39.747Z] [415/425] OK "The Cook & The Chef: Elon Musk's Secret Sauce" (75 segments)
[2026-03-23T19:29:48.101Z] [416/425] OK "Shoe Dog: A Memoir by the Creator of Nike" (100 segments)
[2026-03-23T19:29:56.372Z] [417/425] OK "I Invented the Modern Age: The Rise of Henry Ford" (112 segments)
[2026-03-23T19:30:04.635Z] [418/425] OK "The Intel Trinity: How Robert Noyce, Gordon Moore, and Andy Grove Built the World's Most Important Company" (92 segments)
[2026-03-23T19:30:12.923Z] [419/425] OK "Grinding It Out: The Making of McDonald's" (102 segments)
[2026-03-23T19:30:21.273Z] [420/425] OK "Sam Walton" (101 segments)
[2026-03-23T19:30:29.552Z] [421/425] OK "Steve Jobs" (149 segments)
[2026-03-23T19:30:37.869Z] [422/425] OK "The Remarkable Life and Turbulent Times of Joseph P. Kennedy" (86 segments)
[2026-03-23T19:30:46.125Z] [423/425] OK "The Wizard of Menlo Park: How Thomas Edison Invented The Modern the Modern World" (126 segments)
[2026-03-23T19:30:54.366Z] [424/425] OK "Walt Disney" (107 segments)
[2026-03-23T19:31:02.726Z] [425/425] OK "Elon Musk: Tesla, SpaceX, & the Quest for a Fantastic Future" (86 segments)
[2026-03-23T19:31:02.727Z] === Done: 425 scraped, 0 failed ===
